year notice was documented,notice_date,company,business_type,dislocation
2016,5/18/2015,TANF Support Operations,Forgings and Galvanizing,Economic
2016,1/29/2016,TANF Support Operations,Supermarket,Economic
2016,1/26/2016,TANF Support Operations,Photographic equipment and Supplies,Economic
2016,1/29/2016,TANF Support Operations,Investment Brokerage/Dealer,Economic
2016,1/28/2016,TANF Support Operations,Financial Institution,Economic
2016,1/27/2016,TANF Support Operations,Cable News Network,Economic
2016,1/27/2016,TANF Support Operations,Wine and alcohol distributors,Economic
2016,1/27/2016,TANF Support Operations,Billing Center,Economic
2016,1/19/2016,TANF Support Operations,Photographic equipment and Supplies,Economic
2016,1/19/2016,TANF Support Operations,Photographic equipment and Supplies,Economic
2016,1/21/2016,TANF Support Operations,Photographic equipment and Supplies,Economic
2016,1/20/2016,TANF Support Operations,Cable News Network,Economic
2016,1/25/2016,TANF Support Operations,Vehicle painting and maintenance,Economic
2016,1/22/2016,TANF Support Operations,Engineering and manufacturing,Economic
2016,1/19/2016,TANF Support Operations,Cable News Network,Economic
2016,1/21/2016,TANF Support Operations,Home energy solutions,Economic
2016,1/13/2016,TANF Support Operations,Cable News Network,Economic
2016,1/15/2016,TANF Support Operations,Advertising for Apple,Economic
2016,1/14/2016,TANF Support Operations,Air conditioning manufacturing,Economic
2016,1/14/2016,TANF Support Operations,Food Production and Packing,Economic
2016,1/14/2016,TANF Support Operations,Warehouse Distribution Center,Economic
2016,1/15/2016,TANF Support Operations,Manufacturing of bus line,Economic
2016,1/5/2016,TANF Support Operations,Brand Licensing,Economic
2016,12/8/2015,TANF Support Operations,Financial services,Economic
2016,1/5/2016,TANF Support Operations,Photographic equipment and supplies,Economic
2016,1/8/2016,TANF Support Operations,Retail Store,Economic
2016,12/3/2015,TANF Support Operations,Investment Brokerage/Dealer,Economic
2016,1/6/2016,TANF Support Operations,Retail Store,Economic
2016,1/6/2016,TANF Support Operations,Retail Store,Economic
2016,1/6/2016,TANF Support Operations,Retail Store,Economic
2016,1/6/2016,TANF Support Operations,Retail Store,Economic
2016,12/23/2015,TANF Support Operations,Air conditioning manufacturing,Economic
2016,1/4/2016,TANF Support Operations,Family health care services,Economic
2015,12/11/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Publishing,Economic
2015,12/1/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,12/18/2015,Eastman Kodak Company (Kodak  Office),Power Plant,Economic
2015,12/18/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,12/17/2015,Eastman Kodak Company (Kodak  Office),Call Center,Economic
2015,12/14/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,12/11/2015,Eastman Kodak Company (Kodak  Office),Modular building manufacturer,Economic
2015,12/8/2015,Eastman Kodak Company (Kodak  Office),Financial services,Economic
2015,12/8/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Manufacturing,Economic
2015,12/4/2015,Eastman Kodak Company (Kodak  Office),College,Economic
2015,12/3/2015,Eastman Kodak Company (Kodak  Office),Investment Brokerage/Dealer,Economic
2015,12/5/2015,Eastman Kodak Company (Kodak  Office),Marketing/Advertising,Economic
2015,11/30/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,11/30/2015,Eastman Kodak Company (Kodak  Office),Prefabricated modules manufacturing factory,Economic
2015,11/25/2015,Eastman Kodak Company (Kodak  Office),Law Offices,Economic
2015,11/25/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Economic
2015,11/20/2015,Eastman Kodak Company (Kodak  Office),Publishers,Economic
2015,11/18/2015,Eastman Kodak Company (Kodak  Office),Power Plant,Economic
2015,11/16/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,11/17/2015,Eastman Kodak Company (Kodak  Office),Noise Control products and systems,Economic
2015,11/9/2015,Eastman Kodak Company (Kodak  Office),Front End Paper Claims Processing,Economic
2015,10/2/2015,Eastman Kodak Company (Kodak  Office),Insurance Provider,Economic
2015,11/5/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,6/4/2015,Eastman Kodak Company (Kodak  Office),Medical Technology,Economic
2015,11/4/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Economic
2015,10/29/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,5/18/2015,Eastman Kodak Company (Kodak  Office),Forgings and Galvanizing,Economic
2015,10/29/2015,Eastman Kodak Company (Kodak  Office),Social Security Disability Advocates,Economic
2015,9/14/2015,Eastman Kodak Company (Kodak  Office),"Cable Television, cellphone, internet local and long distance phone services",Economic
2015,9/14/2015,Eastman Kodak Company (Kodak  Office),"Cable Television, cellphone, internet local and long distance phone services",Economic
2015,10/8/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,10/12/2015,Eastman Kodak Company (Kodak  Office),Retail store,Economic
2015,10/14/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control devices,Economic
2015,10/12/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,9/30/2015,Eastman Kodak Company (Kodak  Office),Specialty Shops,Economic
2015,10/2/2015,Eastman Kodak Company (Kodak  Office),Insurance Provider,Economic
2015,10/2/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,10/1/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,10/2/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,10/1/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Economic
2015,9/30/2015,Eastman Kodak Company (Kodak  Office),Microstructured Optic components,Economic
2015,9/29/2015,Eastman Kodak Company (Kodak  Office),Education enrichment services,Economic
2015,9/29/2015,Eastman Kodak Company (Kodak  Office),Law Practice,Economic
2015,9/23/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,7/1/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,9/21/2015,Eastman Kodak Company (Kodak  Office),Retail Toy Store,Economic
2015,8/12/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,9/14/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,9/18/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,9/14/2015,Eastman Kodak Company (Kodak  Office),"Cable Television, cellphone, internet, local and long distance phone services",Economic
2015,9/18/2015,Eastman Kodak Company (Kodak  Office),Banking,Economic
2015,9/15/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Manufacturing,Economic
2015,8/25/2015,Eastman Kodak Company (Kodak  Office),Aircraft Engine & Engine Parts Mfg,Economic
2015,7/29/2015,Eastman Kodak Company (Kodak  Office),Alcohol & Substance Abuse Treatment & CASAC Training Centers,Economic
2015,6/22/2015,Eastman Kodak Company (Kodak  Office),Aircraft Maintenance,Economic
2015,8/26/2015,Eastman Kodak Company (Kodak  Office),Airline,Economic
2015,7/8/2014,Eastman Kodak Company (Kodak  Office),Game Developer,Economic
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic
2015,8/17/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,8/26/2015,Eastman Kodak Company (Kodak  Office),Developing and Manufacturing - Clean Energy Systems,Economic
2015,8/21/2015,Eastman Kodak Company (Kodak  Office),Appliance Repair Division,Economic
2015,8/19/2015,Eastman Kodak Company (Kodak  Office),Bank,Economic
2015,8/12/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,6/1/2015,Eastman Kodak Company (Kodak  Office),Spring Water Distributor,Economic
2015,8/18/2015,Eastman Kodak Company (Kodak  Office),Drug Rehabilitation,Economic
2015,8/10/2015,Eastman Kodak Company (Kodak  Office),Members only online shopping site,Economic
2015,6/25/2015,Eastman Kodak Company (Kodak  Office),Hotel,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Steel Bar Manufacturer,Economic
2015,7/31/2015,Eastman Kodak Company (Kodak  Office),Home Care Services,Economic
2015,7/31/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic
2015,7/30/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,7/31/2015,Eastman Kodak Company (Kodak  Office),"Manage, maintain, operate and program the parks and  open spaces of Battery Park City",Economic
2015,7/27/2015,Eastman Kodak Company (Kodak  Office),Adult Day Center,Economic
2015,7/29/2015,Eastman Kodak Company (Kodak  Office),Alcohol & Substance Abuse Treatment & CASAC Training Centers,Economic
2015,7/24/2015,Eastman Kodak Company (Kodak  Office),Invention Company,Economic
2015,7/27/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Economic
2015,7/23/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,7/7/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,7/18/2015,Eastman Kodak Company (Kodak  Office),Supermarket,Economic
2015,7/9/2015,Eastman Kodak Company (Kodak  Office),Transportation Department,Economic
2015,6/18/2015,Eastman Kodak Company (Kodak  Office),Building Service & Maintenance,Economic
2015,7/8/2014,Eastman Kodak Company (Kodak  Office),Game Developer,Economic
2015,7/10/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,7/8/2015,Eastman Kodak Company (Kodak  Office),Community Service Program,Economic
2015,7/7/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,7/7/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Economic
2015,7/1/2015,Eastman Kodak Company (Kodak  Office),Healthcare Services,Economic
2015,7/7/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,6/25/2015,Eastman Kodak Company (Kodak  Office),Hotel,Economic
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control devices,Economic
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,6/25/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,7/1/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,7/1/2015,Eastman Kodak Company (Kodak  Office),Healthcare Services,Economic
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,6/22/2015,Eastman Kodak Company (Kodak  Office),Aircraft Maintenance,Economic
2015,6/19/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,6/23/2015,Eastman Kodak Company (Kodak  Office),Distribution Facility & Re  Stores,Economic
2015,6/23/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Manufacturing,Economic
2015,6/23/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,6/18/2015,Eastman Kodak Company (Kodak  Office),Building Service & Maintenance,Economic
2015,6/19/2015,Eastman Kodak Company (Kodak  Office),Children and family services,Economic
2015,6/12/2015,Eastman Kodak Company (Kodak  Office),Outsourced call center-desktop support,Economic
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,6/3/2015,Eastman Kodak Company (Kodak  Office),Bank,Economic
2015,6/4/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,6/7/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,6/2/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,6/1/2015,Eastman Kodak Company (Kodak  Office),Designs and manufactures electronic controls,Economic
2015,6/4/2015,Eastman Kodak Company (Kodak  Office),Medical Technology,Economic
2015,6/2/2015,Eastman Kodak Company (Kodak  Office),Law Firm,Economic
2015,6/1/2015,Eastman Kodak Company (Kodak  Office),Medical Group,Economic
2015,6/1/2015,Eastman Kodak Company (Kodak  Office),Spring Water Distributor,Economic
2015,5/14/2015,Eastman Kodak Company (Kodak  Office),Family Services,Economic
2015,5/28/2015,Eastman Kodak Company (Kodak  Office),Childcare center,Economic
2015,5/28/2015,Eastman Kodak Company (Kodak  Office),Developing and Manufacturing - Clean Energy Systems,Economic
2015,5/26/2015,Eastman Kodak Company (Kodak  Office),Financial investment advice services,Economic
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic
2015,5/20/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,5/20/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,5/18/2015,Eastman Kodak Company (Kodak  Office),Forgings and Galvanizing,Economic
2015,1/27/2015,Eastman Kodak Company (Kodak  Office),Hospital,Economic
2015,5/14/2015,Eastman Kodak Company (Kodak  Office),Family Services,Economic
2015,5/12/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,5/8/2015,Eastman Kodak Company (Kodak  Office),Whole   Automobile Parts and Supplies Warehouse,Economic
2015,5/8/2015,Eastman Kodak Company (Kodak  Office),Laundry Service,Economic
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,1/12/2015,Eastman Kodak Company (Kodak  Office),Parbake facility for baked goods,Economic
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,5/1/2015,Eastman Kodak Company (Kodak  Office),Operations and Maintenance,Economic
2015,4/21/2015,Eastman Kodak Company (Kodak  Office),Visiting Nurse Service,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Steel Bar Manufacturer,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Magazine & Journal Publishing and Marketing,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Apparel,Economic
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Corporate Trucking & Cross Dock Operations,Economic
2015,4/24/2015,Eastman Kodak Company (Kodak  Office),Middle School,Economic
2015,4/24/2015,Eastman Kodak Company (Kodak  Office),"Publisher of digital books, hard cover books,  journals, educations",Economic
2015,4/20/2015,Eastman Kodak Company (Kodak  Office),Plating on Plastics,Economic
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),School  Bus Transportation,Economic
2015,4/27/2015,Eastman Kodak Company (Kodak  Office),Financial Consultants,Economic
2015,4/21/2015,Eastman Kodak Company (Kodak  Office),Visiting Nurse Service,Economic
2015,4/23/2015,Eastman Kodak Company (Kodak  Office),Developing and Manufacturing - Clean Energy Systems,Economic
2015,4/21/2015,Eastman Kodak Company (Kodak  Office),Visiting Nurse Service,Economic
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Cheese Plant - cut and wrap,Economic
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,4/22/2015,Eastman Kodak Company (Kodak  Office),Early Childhood Education,Economic
2015,4/14/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,4/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Food products,Economic
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Cheese Plant - cut and wrap,Economic
2015,4/13/2015,Eastman Kodak Company (Kodak  Office),High School,Economic
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Brokerage and Clearing services,Economic
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Brokerage and Clearing services,Economic
2015,4/7/2015,Eastman Kodak Company (Kodak  Office),Retail Store and Auto Center,Economic
2015,9/25/2014,Eastman Kodak Company (Kodak  Office),Custom Polyurethane Products,Economic
2015,3/30/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),School  Bus Transportation,Economic
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control  devices,Economic
2015,3/25/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Economic
2015,3/24/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),School,Economic
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),Chase Mortgage Banking,Economic
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,3/20/2015,Eastman Kodak Company (Kodak  Office),Social Services Organization,Economic
2015,3/9/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,3/19/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,3/23/2015,Eastman Kodak Company (Kodak  Office),Nursing Services,Economic
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,3/14/2015,Eastman Kodak Company (Kodak  Office),"Cable & Satellite Television, Telecommunications  Services",Economic
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Manufacturing,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,3/12/2015,Eastman Kodak Company (Kodak  Office),Metal Forming - Engineering and Manufacturing division,Economic
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,11/11/2014,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,3/6/2015,Eastman Kodak Company (Kodak  Office),Computer and software products,Economic
2015,2/25/2015,Eastman Kodak Company (Kodak  Office),Administrative Offices,Economic
2015,3/4/2015,Eastman Kodak Company (Kodak  Office),Supplier of mechanical pipe supplies and general  machining,Economic
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Drug Rehabilitation,Economic
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,2/26/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,2/26/2015,Eastman Kodak Company (Kodak  Office),Hotel,Economic
2015,2/25/2015,Eastman Kodak Company (Kodak  Office),Administrative Offices,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Retail Store and Auto Center,Economic
2015,2/18/2015,Eastman Kodak Company (Kodak  Office),Counseling Center,Economic
2015,2/17/2015,Eastman Kodak Company (Kodak  Office),Real Estate,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Product  Rebuild Center,Economic
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic
2015,12/30/2014,Eastman Kodak Company (Kodak  Office),Camera Service and repair,Economic
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),"Web Site Design & Services, Computer System  Designers & Consultants",Economic
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,12/30/2014,Eastman Kodak Company (Kodak  Office),Camera Service and repair,Economic
2015,1/26/2015,Eastman Kodak Company (Kodak  Office),Building Contractors,Economic
2015,2/5/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control  devices,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,2/4/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Apparel (business operations),Economic
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic
2015,1/27/2015,Eastman Kodak Company (Kodak  Office),Hospital,Economic
2015,1/15/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,1/23/2015,Eastman Kodak Company (Kodak  Office),Internet Service Providers,Economic
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Recycling Facility,Economic
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Publishing,Economic
2015,1/27/2015,Eastman Kodak Company (Kodak  Office),Hospital,Economic
2015,1/22/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2015,1/21/2015,Eastman Kodak Company (Kodak  Office),University  Newspaper,Economic
2015,9/18/2014,Eastman Kodak Company (Kodak  Office),Residential Treatment Facility,Economic
2015,1/21/2015,Eastman Kodak Company (Kodak  Office),Organic Food Products Manufacturing,Economic
2015,1/20/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic
2015,7/28/2014,Eastman Kodak Company (Kodak  Office),Residential  facility,Economic
2015,9/25/2014,Eastman Kodak Company (Kodak  Office),Custom Polyurethane Products,Economic
2015,1/12/2015,Eastman Kodak Company (Kodak  Office),Parbake facility for baked goods,Economic
2015,1/13/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Bakery - production,Economic
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic
2015,1/8/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic
2015,1/8/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Health Center - Long Term Care Unit,Economic
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals production,Economic
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic
2015,8/18/2014,Eastman Kodak Company (Kodak  Office),Photographic & Photocopying Equipment Mfg.,Economic
2015,10/27/2014,Eastman Kodak Company (Kodak  Office),Preschool,Economic
2015,1/2/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic
2015,1/5/2015,Eastman Kodak Company (Kodak  Office),Women's clothing store,Economic
2020,2/7/2020,"Morimoto NY Venture, L.P.",Modern Japanese restaurant,End of Lease
2020,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2020,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2020,2/7/2020,"Morimoto NY Venture, L.P.",Modern Japanese restaurant,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,10/3/2019,"RAROC, Inc. a subsidiary of Patina Restaurant Group, LLC",Restaurant and Entertainment,End of Lease
2019,9/30/2019,"57th Street, LLC d/b/a Kingside & The Roof",Hotel,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs,  Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on  the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,6/28/2019,Dean & DeLuca Inc.,Gourmet foods and fine food gifts,End of Lease
2019,6/28/2019,Dean & DeLuca Inc.,Gourmet foods and fine food gifts,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2019,1/18/2019,"Third & 50, LLC (aka Dos Caminos)",Restaurant,End of Lease
2018,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2018,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2018,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2018,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease
2018,5/7/2018,"Forty Six O Seven Co., Inc. (IHOP #4607)",Restaurant,End of Lease
2018,2/21/2018,"Geritrex, LLC",Manufacturer and distributor of Over the Counter generic creams and lotions,End of Lease
2018,5/7/2018,"Forty Six O Seven Co., Inc. (IHOP #4607)",Restaurant,End of Lease
2017,10/2/2017,Orange Brands Management and 7th & Barrow LLC,Restaurant,End of Lease
2017,9/11/2017,"Contemporary Guidance Services, Inc.",Self-directed rehabilitation and vocational services.,End of Lease
2017,5/26/2017,Michael Cetta Inc. d/b/a Sparks Steak House,Restaurant,End of Lease
2017,9/1/2017,"2171 West Side Supermarket, Ltd. (Westside Market)",Supermarket food services,End of Lease
2017,5/26/2017,Michael Cetta Inc. d/b/a Sparks Steak House,Restaurant,End of Lease
2017,5/15/2017,Prague LLC d/b/a Schiller's Liquor Bar,Restaurant and Bar,End of Lease
2017,4/25/2017,Cabana Midtown LLC,Restaurant,End of Lease
2016,12/12/2016,TANF Support Operations,Travel Dining Services,End of Lease
2016,5/31/2016,TANF Support Operations,Hotel,End of Lease
2016,5/13/2016,TANF Support Operations,Book Store,End of Lease
2016,3/31/2016,TANF Support Operations,Restaurant,End of Lease
2016,3/16/2016,TANF Support Operations,Carwash,End of Lease
2015,10/19/2015,Eastman Kodak Company (Kodak  Office),Restaurant,End of Lease
2015,10/16/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,End of Lease
2015,10/2/2015,Eastman Kodak Company (Kodak  Office),Tourist attraction and Virtual Tour simulator,End of Lease
2020,4/21/2020,GCT New York LP (Global Container Terminals USA),Marine Cargo Handling,Contract Loss/End
2020,4/21/2020,Rising Ground,Human Services,Contract Loss/End
2020,2/28/2020,"Swissport SA, LLC (JFK airport)","Provides ground, cargo and passenger services",Contract Loss/End
